time,DK,Midtjylland,Nordjylland,Sjælland,Syddanmark,Hovedstaden_West,Hovedstaden_East
2013-07-29 08:00:00,4432.503678890147,1007.1488919366742,451.7064267755899,640.2223334575694,935.9727821699291,1367.0033054189732,30.44993913141104
2013-07-29 09:00:00,4448.710529912801,1010.8313958287715,453.3580303150505,642.56321994778,939.3950402301152,1372.0015683699805,30.561275221102726
2013-07-29 10:00:00,4457.015643137161,1012.7184750479403,454.20438562354326,643.7627945794835,941.1487578790958,1374.5629012084953,30.61832879860242
2013-07-29 11:00:00,4473.787621624728,1016.5293866169,455.91358002504074,646.1853069972733,944.6903489311833,1379.7354519138928,30.733547140437533
2013-07-29 12:00:00,4473.787621624728,1016.5293866169,455.91358002504074,646.1853069972733,944.6903489311833,1379.7354519138928,30.733547140437533
2013-07-29 13:00:00,4451.571833059596,1011.4815381642454,453.6496192485276,642.976501088661,939.9992364273328,1372.8840066357634,30.580931495066217
2013-07-29 14:00:00,4413.579192680668,1002.8488897940657,449.777875179579,637.4889169511781,931.9766650109112,1361.1669120224105,30.319933722522993
2013-07-29 15:00:00,4406.838854614711,1001.3173571646089,449.0909825690814,636.5153554433938,930.5533671572839,1359.0881626104956,30.27362966984708
2013-07-29 16:00:00,4397.094047777515,999.1031522548735,448.0979113400576,635.1078342264086,928.4956420818244,1356.0828220350193,30.206685839331346
2013-07-29 17:00:00,4381.000724583368,995.4464440383058,446.4578771648816,632.7833454780939,925.0973566937889,1351.119571557338,30.096129650959135
2013-07-29 18:00:00,4350.042288552152,988.4121002895516,443.30297295468984,628.3117683307368,918.5601362867836,1341.5718559881836,29.883454702206418
2013-07-29 19:00:00,4305.194275272187,978.221781193914,438.7326133353269,621.8340072744336,909.0899761232723,1327.7405347222448,29.57536262299542
2013-07-29 20:00:00,4088.671338365452,929.0236638808799,416.6672504545482,590.5598493817489,863.3687336062341,1260.9639245052751,28.0879165367656
2013-07-29 21:00:00,3798.423128224989,863.073766394779,387.0887116921422,548.6369543680354,802.0795741501875,1171.4501211567124,26.094000463132232
2013-07-29 22:00:00,3339.4868814856413,758.7947480660578,340.31955657113895,482.3490827538389,705.1700469804756,1029.912197734988,22.94124937914205
2013-07-29 23:00:00,3137.8785374651256,712.9855090906957,319.77410612529667,453.22916006363374,662.5981877488093,967.7353124706541,21.556261966035965
2013-07-30 00:00:00,2970.3164859441104,674.9122334104638,302.6982363598153,429.02681858907846,627.2155843918968,916.0584510654616,20.405162127394245
2013-07-30 01:00:00,2932.912582799741,666.4133573045357,298.88648917113983,423.62427052903826,619.3173314345939,904.5229255615714,20.148208798861774
2013-07-30 02:00:00,2923.134872985698,664.1916762145028,297.89006487414844,422.2119968691583,617.2526585271613,901.5074375657282,20.08103893499902
2013-07-30 03:00:00,2922.9133430194524,664.1413404051727,297.86748925623004,422.1799995055473,617.2058799943361,901.4391167660074,20.079517092158802
2013-07-30 04:00:00,2994.741546145409,680.4620702745325,305.1873390129844,432.5547274572404,632.3732093387533,923.5912452714198,20.572954790478242
2013-07-30 05:00:00,3367.493091640152,765.1582901108833,343.17360611805054,486.3942460555225,711.0838718377889,1038.5494340752093,23.133643442697547
2013-07-30 06:00:00,3833.576819387956,871.0613516664807,390.67114486615657,553.7144861235504,809.5026696521822,1182.2916715532338,26.335495526352304
2013-07-30 07:00:00,4276.989140250026,971.8130396468329,435.8582918049783,617.760111646242,903.1341460528097,1319.0419490924778,29.381602006685437
2013-07-30 08:00:00,4425.879882665844,1005.6438398236907,451.03141068064133,639.2656050299615,934.5740934310762,1364.9604980150748,30.40443568539937
2013-07-30 09:00:00,4436.944324925552,1008.1578909264192,452.15896297150573,640.8637318573916,936.9104743018464,1368.3728198623576,30.480445006031335
2013-07-30 10:00:00,4445.372510353383,1010.072934484105,453.0178602899533,642.0810828022126,938.690180024619,1370.9721087007179,30.538344051775606
2013-07-30 11:00:00,4456.108927515678,1012.5124520641745,454.1119842848976,643.6318303134565,940.9572947232009,1374.2832661892298,30.61209994071898
2013-07-30 12:00:00,4450.033681683984,1011.1320410028652,453.4928697200327,642.7543334528854,939.6744385418201,1372.4096340989256,30.570364867454522
2013-07-30 13:00:00,4431.375433302419,1006.8925331435785,451.5914498190258,640.0593718279314,935.734540481209,1366.6553495999867,30.442188430687377
2013-07-30 14:00:00,4385.842234367217,996.5465268735052,446.95126447893557,633.4826438692122,926.1196956946281,1352.612714114503,30.12938933643316
2013-07-30 15:00:00,4379.10189630126,995.0149942440485,446.264371868438,632.5090823614279,924.6963978410008,1350.5339647025878,30.083085283757246
2013-07-30 16:00:00,4357.590884476816,990.1272844319609,444.07223329586947,629.4020730540544,920.1541068372726,1343.8998756194887,29.935311238170126
2013-07-30 17:00:00,4357.590884476816,990.1272844319609,444.07223329586947,629.4020730540544,920.1541068372726,1343.8998756194887,29.935311238170126
2013-07-30 18:00:00,4338.460440702345,985.7804848248956,442.12269303013835,626.6389084318341,916.1144994323171,1337.9999640191036,29.80389096405647
2013-07-30 19:00:00,4292.810699925491,975.4079980383493,437.4706311744992,620.0453473929385,906.4750455309619,1323.9213865256036,29.490291263138012
2013-07-30 20:00:00,4088.671338365452,929.0236638808799,416.6672504545482,590.5598493817489,863.3687336062341,1260.9639245052751,28.0879165367656
2013-07-30 21:00:00,3794.862574028275,862.2647409604676,386.7258636653717,548.1226747460965,801.3277232643243,1170.3520308428315,26.069540549183287
2013-07-30 22:00:00,3314.1370215839825,753.0347791725636,337.7362096717389,478.6875975899673,699.8171402219832,1022.0941913016234,22.76710362610602
2013-07-30 23:00:00,3118.6672176712323,708.6203329183196,317.8163239673097,450.45431386422223,658.5415024667908,961.8104583560854,21.424286098504457
2013-07-31 00:00:00,2945.223068327641,669.2105330672259,300.1410229138107,425.40237345723284,621.916828293285,908.319532541978,20.23277805410863
2013-07-31 01:00:00,2907.819165183272,660.7116569612979,296.32927572513523,419.9998253971927,614.0185753359822,896.784007038088,19.97582472557616
2013-07-31 02:00:00,2907.819165183272,660.7116569612979,296.32927572513523,419.9998253971927,614.0185753359822,896.784007038088,19.97582472557616
2013-07-31 03:00:00,2918.700003808824,663.1839898365658,297.43811738482236,421.571432867707,616.3161862436058,900.1397047305001,20.050572745622862
2013-07-31 04:00:00,3001.486154063323,681.9945730953254,305.8746667544396,433.5289056942553,633.7974088194306,925.6713115241458,20.61928817572591
2013-07-31 05:00:00,3368.928766568793,765.4845026801921,343.31991250356265,486.6016121897636,711.3870306741034,1038.992202432584,23.14350608858723
2013-07-31 06:00:00,3829.368503532571,870.1051424994458,390.24228491352255,553.1066450495108,808.6140366391577,1180.99380874221,26.306585688724304
2013-07-31 07:00:00,4273.638562302499,971.0517247982359,435.5168419829469,617.2761605911727,902.4266340030488,1318.0086163620063,29.358584565088456
2013-07-31 08:00:00,4413.496307319148,1002.8300566681261,449.7694285198137,637.4769451484667,931.959162838766,1361.1413498184338,30.31936432554197
2013-07-31 09:00:00,4420.691761370181,1004.4650002800157,450.5027009712048,638.5162427365947,933.4785635285375,1363.3604589685506,30.368794885277378
2013-07-31 10:00:00,4422.024457516326,1004.7678141170962,450.63851302185685,638.7087348129213,933.7599772418832,1363.7714682240141,30.377950098554255
2013-07-31 11:00:00,4419.260105125734,1004.1397008319643,450.3568041207115,638.309457053394,933.1762532823876,1362.9189299907625,30.358959846514043
2013-07-31 12:00:00,4431.643680472431,1006.9534839875291,451.6187862815392,640.0981169348889,935.791183874698,1366.7380781874037,30.444031206371452
2013-07-31 13:00:00,4406.910186259171,1001.3335650669328,449.09825181566737,636.5256584493637,930.568429632706,1359.1101615981606,30.274119696339845
2013-07-31 14:00:00,4367.4522331556645,992.3679698581691,445.0771810404421,630.8264273512158,922.2364410275062,1346.9411582029811,30.003055675350094
2013-07-31 15:00:00,4367.335691314012,992.3414893416964,445.0653045248933,630.8095942710396,922.2118319127321,1346.905216194965,30.00225506868586
2013-07-31 16:00:00,4357.590884476816,990.1272844319609,444.07223329586947,629.4020730540544,920.1541068372726,1343.8998756194887,29.935311238170126
2013-07-31 17:00:00,4350.967088252512,988.6222323189771,443.3972172009208,628.4453446264464,918.7554180984195,1341.85706821559,29.889807792158454
2013-07-31 18:00:00,4333.789724996781,984.7192096431481,441.6467109543889,625.9642792099397,915.1282255134747,1336.5594950943769,29.77180458145246
2013-07-31 19:00:00,4292.810699925491,975.4079980383493,437.4706311744992,620.0453473929385,906.4750455309619,1323.9213865256036,29.490291263138012
2013-07-31 20:00:00,4085.1107841687385,928.2146384465686,416.3044024277777,590.0455697598101,862.616882720371,1259.8658341913942,28.06345662281666
2013-07-31 21:00:00,3791.672743448544,861.5399509621781,386.4007952440973,547.6619417326497,800.6541548211484,1169.3682732958302,26.04762739264043
2013-07-31 22:00:00,3314.1370215839825,753.0347791725636,337.7362096717389,478.6875975899673,699.8171402219832,1022.0941913016234,22.76710362610602
2013-07-31 23:00:00,3126.0445171820866,710.2965952671198,318.5681278783074,451.51987686193576,660.0993018615121,964.085649432504,21.474965880707355
2013-08-01 00:00:00,2952.6003678384955,670.8867954160262,300.89282682480837,426.4679364549464,623.4746276880063,910.5947236183966,20.283457836311527
2013-08-01 01:00:00,2915.1964646941265,662.387919310098,297.0810796361329,421.0653883949062,615.5763747307035,899.0591981145066,20.02650450777906
2013-08-01 02:00:00,2915.1964646941265,662.387919310098,297.0810796361329,421.0653883949062,615.5763747307035,899.0591981145066,20.02650450777906
2013-08-01 03:00:00,2926.0773033196783,664.860252185366,298.18992129582006,422.6369958654206,617.8739856383271,902.4148958069187,20.101252527825764
2013-08-01 04:00:00,3003.554520584904,682.4645451926416,306.08544930949427,433.82765658919504,634.2341675697891,926.309204705213,20.633497218570824
2013-08-01 05:00:00,3370.997133090374,765.9544747775083,343.5306950586173,486.9003630847034,711.8237894244618,1039.630095613651,23.157715131432145
2013-08-01 06:00:00,3830.001195125511,870.2489020274529,390.306761083065,553.1980298102094,808.7476365532017,1181.1889335659023,26.310932085679532
2013-08-01 07:00:00,4275.707179991841,971.5217539656304,435.72765013394013,617.5749477643024,902.8634457902923,1318.6465870042973,29.37279533337876
2013-08-01 08:00:00,4413.496307319148,1002.8300566681261,449.7694285198137,637.4769451484667,931.959162838766,1361.1413498184338,30.31936432554197
2013-08-01 09:00:00,4417.936953354551,1003.8390556578706,450.22196471572937,638.1183435482886,932.8968549706829,1362.5108642618175,30.34987020016225
2013-08-01 10:00:00,4414.598933795132,1003.0805943132038,449.881794690632,637.636206402721,932.1919947651862,1361.481404592554,30.326939030835117
2013-08-01 11:00:00,4419.260105125734,1004.1397008319643,450.3568041207115,638.309457053394,933.1762532823876,1362.9189299907625,30.358959846514043
2013-08-01 12:00:00,4419.260105125734,1004.1397008319643,450.3568041207115,638.309457053394,933.1762532823876,1362.9189299907625,30.358959846514043
2013-08-01 13:00:00,4394.526610912475,998.5197819113683,447.8362696548397,634.7369985678689,927.9534990403957,1355.2910134015196,30.189048336482443
2013-08-01 14:00:00,4357.823465824597,990.1801313247494,444.09593513508986,629.4356666580269,920.2032189930504,1343.971604713073,29.936909000607812
2013-08-01 15:00:00,4355.753843464205,989.7098738770401,443.8850246003417,629.1367343721369,919.7661950582653,1343.3333242258848,29.92269133053591
2013-08-01 16:00:00,4350.967088252512,988.6222323189771,443.3972172009208,628.4453446264464,918.7554180984195,1341.85706821559,29.889807792158454
2013-08-01 17:00:00,4350.967088252512,988.6222323189771,443.3972172009208,628.4453446264464,918.7554180984195,1341.85706821559,29.889807792158454
2013-08-01 18:00:00,4343.418492327848,986.9070481765677,442.6279568597412,627.3550399031287,917.1614475479306,1339.529048584285,29.837951256194742
2013-08-01 19:00:00,4300.236223646684,977.0952178422418,438.2273495057241,621.1178758031389,908.0430280076588,1326.2114501570634,29.541302330857153
2013-08-01 20:00:00,4088.671338365452,929.0236638808799,416.6672504545482,590.5598493817489,863.3687336062341,1260.9639245052751,28.0879165367656
2013-08-01 21:00:00,3805.808967439757,864.7519691262517,387.84138586505514,549.7037508242101,803.6391767990085,1173.7279459147528,26.14473891047863
2013-08-01 22:00:00,3333.348341377876,757.3999553449397,339.69399182972586,481.4624437893789,703.8738255040017,1028.019045416192,22.899079493637526
2013-08-01 23:00:00,3139.9469039867067,713.4554811880118,319.98488868035133,453.5279109585735,663.0349464991679,968.3732056517213,21.57047100888088
2013-08-02 00:00:00,2968.489240474225,674.4970485886089,302.51202590589634,428.76289475657245,626.8297410514161,915.4949206596006,20.39260951213052
2013-08-02 01:00:00,2925.2032395072792,664.6616483118188,298.1008474292031,422.5107477640981,617.6894172775199,902.1453307467955,20.095247977843936
