region,lon,lat
Midtjylland,9.235104051671579,56.235283400643205
Nordjylland,9.724983924483631,56.814544144412366
Sjælland,11.687858671885477,55.48666666773102
Syddanmark,9.133850609160067,55.37652708912446
Hovedstaden_West,12.315027163416971,55.862051109427206
Hovedstaden_East,14.926155975148715,55.14292738557143
