region,lon,lat
Hovedstaden,12.90538576320254,55.69260947434658
Midtjylland,9.396766279856893,56.24899004795872
Nordjylland,9.672629665913362,57.05220276001101
Sjælland,11.702621346412503,55.279202644174845
Syddanmark,9.450183863588999,55.356832687765106
